TIMESTAMP;USER;EVENT
jeu. 18 déc. 2025 13:57:06 UTC;root;AUDIT_RUN
DATE;USER;EVENT
jeu. 18 déc. 2025 13:59:56 UTC;root;AUDIT_RUN
jeu. 18 déc. 2025 14:13:59 UTC;root;AUDIT
jeu. 18 déc. 2025 14:17:22 UTC;root;AUDIT
jeu. 18 déc. 2025 14:27:22 UTC;root;AUDIT
jeu. 18 déc. 2025 14:27:23 UTC;root;AUDIT
